   0.00000E+00   0.00000E+00
   0.49864E-03  -0.17987E-08
   0.99728E-03  -0.12939E-09
   0.14959E-02   0.65158E-08
   0.19946E-02   0.72832E-08
   0.24932E-02   0.70307E-08
   0.29918E-02   0.53615E-10
   0.34905E-02  -0.15238E-08
   0.39891E-02  -0.78216E-08
   0.44878E-02  -0.69090E-08
   0.49864E-02  -0.14698E-07
   0.54850E-02  -0.15226E-07
   0.59837E-02  -0.74662E-08
   0.64823E-02   0.16078E-09
   0.69810E-02   0.84534E-08
   0.74796E-02   0.87740E-08
   0.79782E-02  -0.19446E-08
   0.84769E-02  -0.69817E-08
   0.89755E-02  -0.12943E-07
   0.94742E-02  -0.14252E-07
   0.99728E-02  -0.75813E-08
   0.10471E-01  -0.26693E-08
   0.10970E-01  -0.13683E-08
   0.11469E-01  -0.19731E-08
   0.11967E-01  -0.38396E-08
   0.12466E-01  -0.32243E-08
   0.12965E-01   0.27850E-08
   0.13463E-01   0.16238E-08
   0.13962E-01   0.29941E-08
   0.14461E-01   0.46604E-08
   0.14959E-01   0.27437E-08
   0.15458E-01   0.22741E-08
   0.15956E-01   0.32718E-08
   0.16455E-01   0.98586E-10
   0.16954E-01   0.24632E-08
   0.17452E-01   0.10249E-07
   0.17951E-01   0.89450E-08
   0.18450E-01   0.50638E-08
   0.18948E-01   0.44544E-08
   0.19447E-01   0.50854E-08
   0.19946E-01   0.28143E-08
   0.20444E-01   0.33350E-08
   0.20943E-01   0.51284E-08
   0.21442E-01   0.10766E-07
   0.21940E-01   0.99530E-08
   0.22439E-01   0.95415E-08
   0.22937E-01   0.66295E-08
   0.23436E-01   0.25334E-08
   0.23935E-01  -0.43846E-09
   0.24433E-01   0.40723E-09
   0.24932E-01   0.93848E-09
   0.25431E-01  -0.10084E-08
   0.25929E-01   0.13639E-08
   0.26428E-01   0.32541E-08
   0.26927E-01  -0.22662E-08
   0.27425E-01  -0.34635E-08
   0.27924E-01   0.31832E-09
   0.28422E-01   0.17471E-08
   0.28921E-01   0.46462E-08
   0.29420E-01   0.17657E-08
   0.29918E-01  -0.25592E-08
   0.30417E-01  -0.51759E-08
   0.30916E-01  -0.38075E-09
   0.31414E-01   0.47000E-08
   0.31913E-01   0.47797E-08
   0.32412E-01   0.35294E-08
   0.32910E-01   0.32441E-08
   0.33409E-01  -0.19502E-09
   0.33908E-01   0.11512E-08
   0.34406E-01   0.14084E-08
   0.34905E-01   0.79320E-08
