   0.00000E+00   0.49308E-05
   0.17452E-03   0.49020E-05
   0.34905E-03   0.45812E-05
   0.52357E-03   0.44252E-05
   0.69810E-03   0.42201E-05
   0.87262E-03   0.37351E-05
   0.10471E-02   0.33326E-05
   0.12217E-02   0.30208E-05
   0.13962E-02   0.26306E-05
   0.15707E-02   0.23056E-05
   0.17452E-02   0.20166E-05
   0.19198E-02   0.17459E-05
   0.20943E-02   0.15286E-05
   0.22688E-02   0.13257E-05
   0.24433E-02   0.11614E-05
   0.26179E-02   0.10377E-05
   0.27924E-02   0.91491E-06
   0.29669E-02   0.82236E-06
   0.31414E-02   0.75931E-06
   0.33160E-02   0.70738E-06
   0.34905E-02   0.66776E-06
   0.36650E-02   0.63798E-06
   0.38395E-02   0.61003E-06
   0.40141E-02   0.58734E-06
   0.41886E-02   0.57619E-06
   0.43631E-02   0.56999E-06
   0.45376E-02   0.56270E-06
   0.47121E-02   0.55534E-06
   0.48867E-02   0.55041E-06
   0.50612E-02   0.54425E-06
   0.52357E-02   0.53884E-06
   0.54102E-02   0.53515E-06
   0.55848E-02   0.53299E-06
   0.57593E-02   0.52773E-06
   0.59338E-02   0.51979E-06
   0.61083E-02   0.51530E-06
   0.62829E-02   0.50755E-06
   0.64574E-02   0.49915E-06
   0.66319E-02   0.49347E-06
   0.68064E-02   0.48850E-06
   0.69810E-02   0.48265E-06
   0.71555E-02   0.48079E-06
   0.73300E-02   0.47793E-06
   0.75045E-02   0.47734E-06
   0.76791E-02   0.47627E-06
   0.78536E-02   0.47210E-06
   0.80281E-02   0.46992E-06
   0.82026E-02   0.47053E-06
   0.83772E-02   0.47087E-06
   0.85517E-02   0.47150E-06
   0.87262E-02   0.47010E-06
   0.89007E-02   0.46812E-06
   0.90753E-02   0.46845E-06
   0.92498E-02   0.46896E-06
   0.94243E-02   0.46955E-06
   0.95988E-02   0.47059E-06
   0.97733E-02   0.46752E-06
   0.99479E-02   0.46778E-06
   0.10122E-01   0.46607E-06
   0.10297E-01   0.46541E-06
   0.10471E-01   0.46519E-06
   0.10646E-01   0.46277E-06
   0.10820E-01   0.46225E-06
   0.10995E-01   0.46060E-06
   0.11170E-01   0.46131E-06
   0.11344E-01   0.45962E-06
   0.11519E-01   0.45756E-06
   0.11693E-01   0.45542E-06
   0.11868E-01   0.45378E-06
   0.12042E-01   0.45116E-06
   0.12217E-01   0.44616E-06
   0.12391E-01   0.44104E-06
   0.12566E-01   0.43790E-06
   0.12740E-01   0.43495E-06
   0.12915E-01   0.43666E-06
   0.13089E-01   0.43984E-06
   0.13264E-01   0.44091E-06
   0.13438E-01   0.44216E-06
   0.13613E-01   0.44075E-06
   0.13787E-01   0.43637E-06
   0.13962E-01   0.43344E-06
   0.14136E-01   0.42902E-06
