   0.00000E+00   0.00000E+00
   0.17452E-03   0.64922E-10
   0.34905E-03   0.52619E-07
   0.52357E-03   0.78511E-07
   0.69810E-03   0.11450E-06
   0.87262E-03   0.19292E-06
   0.10471E-02   0.26516E-06
   0.12217E-02   0.32355E-06
   0.13962E-02   0.40325E-06
   0.15707E-02   0.47127E-06
   0.17452E-02   0.53279E-06
   0.19198E-02   0.58811E-06
   0.20943E-02   0.62965E-06
   0.22688E-02   0.66727E-06
   0.24433E-02   0.69327E-06
   0.26179E-02   0.70656E-06
   0.27924E-02   0.71415E-06
   0.29669E-02   0.71466E-06
   0.31414E-02   0.70853E-06
   0.33160E-02   0.69609E-06
   0.34905E-02   0.68164E-06
   0.36650E-02   0.66531E-06
   0.38395E-02   0.64455E-06
   0.40141E-02   0.62448E-06
   0.41886E-02   0.60410E-06
   0.43631E-02   0.58154E-06
   0.45376E-02   0.56053E-06
   0.47121E-02   0.53901E-06
   0.48867E-02   0.51723E-06
   0.50612E-02   0.49760E-06
   0.52357E-02   0.47694E-06
   0.54102E-02   0.45715E-06
   0.55848E-02   0.43957E-06
   0.57593E-02   0.42164E-06
   0.59338E-02   0.40504E-06
   0.61083E-02   0.39031E-06
   0.62829E-02   0.37565E-06
   0.64574E-02   0.36259E-06
   0.66319E-02   0.35045E-06
   0.68064E-02   0.33838E-06
   0.69810E-02   0.32766E-06
   0.71555E-02   0.31719E-06
   0.73300E-02   0.30659E-06
   0.75045E-02   0.29721E-06
   0.76791E-02   0.28788E-06
   0.78536E-02   0.27862E-06
   0.80281E-02   0.27046E-06
   0.82026E-02   0.26251E-06
   0.83772E-02   0.25500E-06
   0.85517E-02   0.24829E-06
   0.87262E-02   0.24215E-06
   0.89007E-02   0.23632E-06
   0.90753E-02   0.23108E-06
   0.92498E-02   0.22629E-06
   0.94243E-02   0.22155E-06
   0.95988E-02   0.21723E-06
   0.97733E-02   0.21277E-06
   0.99479E-02   0.20840E-06
   0.10122E-01   0.20419E-06
   0.10297E-01   0.19964E-06
   0.10471E-01   0.19532E-06
   0.10646E-01   0.19126E-06
   0.10820E-01   0.18688E-06
   0.10995E-01   0.18286E-06
   0.11170E-01   0.17931E-06
   0.11344E-01   0.17556E-06
   0.11519E-01   0.17225E-06
   0.11693E-01   0.16926E-06
   0.11868E-01   0.16616E-06
   0.12042E-01   0.16345E-06
   0.12217E-01   0.16072E-06
